0,1,2,3,4
3.5565237291145917,3.660687363395784,3.749198031586467,3.652454006333217,3.589118654033697
3.151680115894434,3.262651296888332,3.1745203576186043,3.048981278519938,3.134855991286412
3.1573939444379544,3.295185386338271,3.320401026052215,3.1584914439063856,3.263034852259347
3.225937426851831,3.272157282142287,3.391234881379897,3.192893459099839,3.5090800809418856
2.9289533640360985,3.065997917409931,3.037559900771878,2.907911953187963,3.205426572109032
3.303334626791811,3.2243206391239028,3.2641958881094717,3.0869332070257394,3.0323729652040106
3.2983784183681393,3.400038679066027,3.3833219719896768,3.172073503737073,3.318884506993819
3.2341207524923044,3.2160670001274347,3.2508734084098876,3.078971200819712,3.0012525488324657
3.2102625963426243,3.1750268440812914,3.312133199136639,3.318445752518347,3.3921079628151474
3.2686059122383244,3.071100231317288,3.1404998796786168,3.1181641184015314,3.2797464304196247
2.971202816043903,3.0816879114367235,3.3457240566265103,3.2435375339795804,3.26654532603721
2.9376981605308674,3.135954743544009,3.2774875535225583,3.2167198673001764,3.080399216242382
3.261121397264426,3.3657094242763943,3.2413051635670707,3.2024134501678763,3.26442029035924
2.8748321138372313,3.094714549564787,3.346343636254633,3.161905904418942,2.944566033676167
3.3834213833021,3.310660447735029,3.34890637928614,3.280911647135316,3.050258474645091
3.302233167046868,3.0790141964861952,3.034441391559829,3.2265869489420207,3.434874619527491
3.1895050270832614,3.1110842089164636,3.1187945985479426,3.188154280336005,3.382629716170176
3.140677166912839,3.1746701159765074,3.0978776092528424,3.1771563362540873,3.274585244815233
3.411844254645254,3.4679355139663492,3.3747646013851944,3.311479964390021,3.3624992865978722
3.3198961507570193,3.209314386189933,3.2573110641998397,3.1923848704612166,3.2514381691833534
3.224085731866845,3.1688388124030973,3.215554167622701,3.1461450318617223,3.088186945235238
3.130338233801092,3.1990662977706417,3.2588760450886247,3.3157345985350726,3.538585172772378
3.0418453920183213,3.0150138105838193,3.304939192135489,3.3851515481188166,3.3005016001271756
3.2248152147728115,3.435586796224695,3.457591011326445,3.358766974757511,3.262872382625425
3.3417311563880334,3.4435777754581705,3.5775640534560096,3.5328235438321682,3.422804343241749
2.9921910898160036,3.024830651023878,2.943936042222308,3.023367744637259,3.1956392750230354
2.98917969119052,2.9722751895089936,3.04336452318586,3.2878403912597314,3.246744532157761
3.2201344203034328,3.2866512735536246,3.476930939051676,3.4191165608659513,3.3597329037690646
2.909631949805677,3.078703256164232,3.080422336937923,3.190671215273059,3.3255017873660337
3.37430044188371,3.24735020841666,3.4177856493010537,3.337368113010715,3.3762611645709937
3.150970986443768,3.1450782298235116,3.3430981912726425,3.1377806748329657,3.2152961351172307
3.4259415645186704,3.218275193784672,3.191804012239865,3.3806131201163456,3.3033994789893115
3.052182467903827,3.0591018841479674,3.098155448713806,3.2387666334245866,3.349345216174824
2.9003144415514504,3.043634059696608,3.10243085663655,3.0605302793327427,3.3034094411420485
3.277484407773336,3.2639001065860067,2.957084366042519,3.022861767985913,3.2796143317051896
2.964376805752335,2.987399163396567,3.1801167741103904,3.075627557737119,3.216972481031819
3.0078896848050025,2.9782136508320862,2.8632052081918844,2.8721839602578676,3.1765358535832986
2.8456706675548578,2.7958508998892886,2.722437551024685,2.947850255362843,3.1221142842186316
3.1388899027426214,3.087393804849885,3.180330068200581,3.048876380843595,3.2576625243884787
3.518186066544231,3.3072005695674282,3.412085296934687,3.331189934237075,3.2702578198170627
3.504989109554161,3.2633018149443784,3.216366117406218,3.361405242836387,3.4025206786397977
3.273656613714895,3.299662755459251,3.2626280154395984,3.0917349551466224,3.0735211433736636
3.2173950911036564,3.2733635467002795,3.0402016808130874,3.134294194467657,3.3338118024913546
3.0795748628738706,3.269252864990993,3.2238805596730806,3.210715517033738,3.246801662463997
3.0205533950762526,3.150814538873056,3.343823178821699,3.3820791101058547,3.417684096289027
3.3776657518495483,3.361580958742207,3.228006596438292,3.243472698589845,3.2240570009085223
3.256896731854669,3.388309625576314,3.3436893488267083,3.2100352551635183,3.367131085801037
3.1086690764224936,3.2799718353182006,3.1367622425975474,2.879272847205176,2.967129707717052
3.25121685287973,3.248957276982945,3.0905115127509077,2.9755949013448695,2.9159014456957486
3.0355538766142787,3.07563249529684,3.0654674821049026,3.0704660769808636,3.0236497738444017
2.930671563072492,2.9824523885614536,2.971990549462883,2.9227160725408896,3.1304307604047144
3.0276800682727303,3.0148204171561592,3.1060876475166985,2.886590090863806,2.8521313676567144
3.020073305036235,2.973958220606862,2.923156649265885,3.09956291064317,3.229074966893143
2.7115269020601716,2.7406958794523315,2.7769308309741816,2.869469340831428,2.9559758915943837
2.826743546398762,2.913754971661678,2.7988869473971105,2.7531803547385936,2.906299370841884
2.9066647148143017,2.8143118054908127,2.9214475184492836,2.8709374764793365,3.0587808699585746
2.8387319798518296,2.6399499561314945,2.7790153718953756,2.9318945410011255,3.094624048255465
2.8476506465932756,2.936567228060424,2.7859217223204236,2.8277272213466422,3.2188355096909276
3.0120539742858714,3.032250526101046,2.9916887647880475,3.080539379559238,3.012587523693741
2.8435426832185913,2.7990571232755843,2.846070758918728,2.9406854994495113,2.9232684212829763
2.827794690746325,2.833652701669993,2.894088512990342,3.037445217861371,3.038238616574749
2.8756944493566925,2.7320746090488,2.8795210274384995,3.043546050368661,3.1492529688658806
2.7895932046982272,2.7127133737782367,2.829016961965603,2.87547146323499,2.936055440119263
3.079508242605459,3.109970245136611,3.145093609804028,2.920787796462278,2.7869339756267006
3.1156247918451423,2.9883546089110293,2.7288768760245934,2.6865808915884704,2.9116847535986823
2.7869656439584385,2.7083940698073024,2.897000359870047,2.817053147574932,2.782683854927234
3.1390166301127063,2.975506947111192,2.8667780180151436,2.8744918831761477,3.159110160714891
2.9257329154362424,2.961615741270596,3.0237665499032493,2.9666435937179587,2.9690342744270968
2.806072320183123,2.8171501699362578,2.8151701044901882,2.8378850732308503,3.01941075764321
2.9225374022105455,2.910820193537422,2.88467275508215,2.960181412500891,3.0261482358164757
2.8068815944716703,2.804699461910655,2.770745660054589,2.8633856128531487,3.12292900368468
2.9400090401798655,2.7939520252473784,2.791021937942282,2.919619520512344,3.1021735214894672
2.9045481810174527,2.929326152209484,3.0013055150183625,2.8326072807838507,3.073168147209318
2.7964600888455955,2.7844366134006155,2.805383062066486,2.712634742807873,2.770437908641041
3.0074038953102162,2.839215951022698,2.8590855069920904,2.7512541445493763,3.1472904170707086
2.777980889542844,2.807011100895248,2.831951377993476,2.868435235481398,2.827161124387197
2.911289430501132,3.081434128224289,3.1090556182911824,2.988976235835629,2.9013392706797454
3.165406963317222,3.032086331445169,3.1003702251175973,2.8441444653729735,2.7467154805915666
2.8406228607178656,2.9558602979214843,3.2282669385043756,3.1583463233450293,3.101564215073326
3.1447405327403284,2.984408614435863,2.9398016054761094,2.9002274626033984,3.0067479321946364
3.0663513325464056,3.102155677024415,3.0039901178454333,2.7917543134499603,2.9941463621354365
2.765899139771507,2.896071485769839,2.9004030843235515,2.955374844485121,2.9375725255254066
3.1720213946925018,3.3396677103076904,3.337013564325916,3.1534377949454724,3.2891633288285327
2.957625273409773,2.9292379687611407,2.7439305345478124,2.6864308856092993,3.01795601415299
2.865419631036169,3.0707512215943473,3.0162346412603567,2.9127897486993226,2.8835719109019147
3.1903515391117,3.287238853338575,3.4314037629159486,3.1843373011945295,3.1393790158060644
2.8316573039941626,2.90888646091887,3.0329497384716024,2.8429711980714107,3.1146334906142794
2.7132508794640153,2.7923216655292786,3.0596112511946756,3.00884781889501,3.0843392493100548
2.839064216927785,2.5865748143150977,2.5916611861663363,2.6189013027367207,3.024649244262601
2.7308486586883443,2.855936787352569,2.9058562572267665,2.8264166496083765,3.1070133595257716
2.980475770336539,2.9393991176313365,2.935140297326894,2.9265668825757856,2.95925870798265
3.0621269001048286,3.1504807965085586,3.0117240279540853,3.0463186801183273,3.313047448275534
2.6937504493639137,2.784660905917522,2.9492749124633537,3.010978047331165,3.1130511744236626
2.8656165357872463,3.0128172473729977,3.1531053341676123,3.010522775488651,3.0564963709127015
3.118362245499341,3.053626935772387,2.786304043584405,2.8131242177925326,3.0113458442113052
2.9659289049114066,2.9560312645541176,2.9910293556988345,2.8494844534822055,2.892202906398418
2.8625686258616874,2.967318705844243,3.010996171968054,2.8572501107776147,2.874976267740832
2.954222115626456,2.872640367054673,2.7738940066316435,2.732401948155127,2.9506561059714937
3.0499377719759995,3.0575165615202353,3.1026873195131346,3.0124772134010653,3.108100107792651
3.179467418562664,3.0020591289228116,3.093305278863923,3.1176239681298044,3.086538660395734
2.9252668476929666,2.84296690980822,2.5899795805309633,2.650825418273376,2.9941051888080024
3.096714800249214,3.1405401327374123,3.0107738035195166,2.752321710201224,2.9860185853122574
2.9120630891902004,2.971105084335834,2.9658771551728593,2.78472279034229,3.094015605286078
2.7657651457318697,2.9443909021498,2.9217772062553564,2.8356129147607696,2.7581381850455076
2.904066916344108,2.8890053400236115,2.9450909956283122,2.925641897975798,3.0346401673936843
2.9292241618175767,2.9161071749248775,2.897164277916939,2.7896776096307168,2.789086714481931
3.108673694810015,3.190267384724325,3.108132320602982,2.9842523596688473,2.827994508936017
3.00755828915411,3.076718770070252,3.2094962651677044,3.2574845953975817,3.1624822271034936
2.6888462584806803,2.70611622397113,2.8618903783393304,2.795392703025017,2.8257925730567375
